名称,J_shopt href,地址,city,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
禧福徕盆盆香川菜馆,https://www.dianping.com/shop/k10w1M4klvGftRR3,新源南路京城大厦北门对面心动酒店底一层（北京公馆旁）,[北京],13701063872,2021/3/22 11:40,21.75 km,39 min,24.23 km,81 min,20.65 km,62 min
先启半步颠小酒馆,https://www.dianping.com/shop/G4ovNK3IOdQbKoRH,光华路丙12号数码01大厦二层南侧,[北京],18519380050,2021/3/18 13:13,25.61 km,54 min,28.08 km,101 min,24.50 km,86 min
半山腰·云南菜,https://www.dianping.com/shop/jYc7hUm7fkDK0MVV,凤凰环路凤凰汇购物中心里巷N26-28,[北京],18600529838,2021/3/17 21:04,24.44 km,35 min,25.19 km,89 min,21.57 km,72 min
罗勒家·养生火锅·自然酒,https://www.dianping.com/shop/k844wZD7oFzBcZ13,板井路69号能量城市B2层L2-223号,[北京],,2021/3/17 21:04,14.11 km,24 min,16.82 km,53 min,14.75 km,42 min
火炉里烤肉·烤鳗鱼,https://www.dianping.com/shop/G5wxuU5OUMtHGmfr,"兴周街东周庄嘉园7号院东侧,近欢乐谷",[北京],67316007,2021/3/17 11:39,36.62 km,63 min,37.37 km,119 min,33.75 km,107 min
观夏昆仑庭院,https://www.dianping.com/shop/H2NASvZrZvFskOTg,三里屯路19号院太古里南区一层S5-14号,[北京],18514455658,2021/3/14 17:18,23.51 km,46 min,25.98 km,93 min,22.41 km,76 min
番茄口袋Qpokee,https://www.dianping.com/shop/G7WszHaad6YJcoQI,西单北大街西单大悦城4层,[北京],66073035,2021/3/14 17:09,20.98 km,40 min,22.07 km,87 min,18.49 km,66 min
95号酱骨·一块豆腐,https://www.dianping.com/shop/HaOxCGLy5awJdcG7,展春园西路2号蓟鑫大厦一层,[北京],56927116,2021/3/10 12:18,8.32 km,22 min,12.52 km,52 min,6.85 km,30 min
虾饺妹·粤式茶餐厅,https://www.dianping.com/shop/G2poU6IqOCAAVxnV,朝阳门内大街2号朝阳门SOHO地下1层A102-105（地铁G出口南80米）,[北京],65686388,2021/3/8 19:32,22.72 km,44 min,25.19 km,106 min,21.61 km,78 min
奇葩·小龙虾·烤鱼·私房菜小酒馆,https://www.dianping.com/shop/l8SpVdXqBKQ8l6xv,金海湾花园中街百子湾东里325号楼325-3,[北京],18519505661,2021/3/5 21:19,33.44 km,68 min,34.19 km,123 min,30.57 km,110 min
小炉将·现烤de牛肉干,https://www.dianping.com/shop/H7E7HSk1kWusZzwz,海淀大街27号天使大厦一层临街,[北京],53671280,2021/3/5 9:25,8.49 km,20 min,11.19 km,41 min,7.04 km,28 min
愿望交换商店,https://www.dianping.com/shop/l7Y5GJIyCnRTkMSr,北新胡同与北新一巷交叉口北20米,[北京],13701024967,2021/3/4 8:31,18.76 km,35 min,21.23 km,79 min,17.66 km,52 min
壹间木工教室,https://www.dianping.com/shop/H9fIaMCGoWNSFrFx,北苑路172号A座3层（堤旁树木工教室）,[北京],15901207361,2021/3/3 11:39,15.11 km,32 min,17.12 km,75 min,13.50 km,53 min
naive理想国,https://www.dianping.com/shop/H2ACV95z8w7X3Hw5,建国路郎园2号楼一层,[北京],15600337682,2021/3/2 10:10,2160.32 km,1348 min,2166.41 km,1411 min,2160.96 km,1402 min
肥福排档,https://www.dianping.com/shop/l8gyGhatmGtHFgfT,惠新东街4号国药集团广场3座2楼1号（开车停B1停车场直接上2楼）,[北京],18611121949,2021/3/2 9:52,Error,Error,Error,Error,Error,Error
馥天下烤鸭店,https://www.dianping.com/shop/k4vyyyyyMWa9lSn2,卢沟桥街道吴家村路甲1号,[北京],88690838,2021/2/27 9:50,20.98 km,33 min,31.47 km,89 min,21.61 km,71 min
婕妮璐超市 Jenny Lou’s Shop,https://www.dianping.com/shop/l4lOT5UPJh2RD2Qo,三里屯北小街6号,[北京],64616928,2021/2/23 23:39,23.01 km,42 min,25.48 km,86 min,21.90 km,67 min
戈拿旺巴西烤肉,https://www.dianping.com/shop/k3ZIuo1hjMmTtZNP,小营东路亚运花园底商2层,[北京],84662193,2021/2/23 22:12,19.58 km,34 min,21.58 km,80 min,17.97 km,63 min
墨纪Mojí墨西哥餐厅,https://www.dianping.com/shop/jModD4GrElQBjMKM,朝阳北路101号朝阳大悦城6层（悦界内6F-30）（牛排家旁边）,[北京],85517640,2021/2/10 10:14,30.90 km,66 min,32.90 km,114 min,29.29 km,95 min
大酉·The Merchants,https://www.dianping.com/shop/EjIapkVhMCBSs6r8,美术馆后街77号77文创园内（77文创园东门进）,[北京],4007990299,2021/2/7 21:06,19.20 km,41 min,21.67 km,84 min,18.09 km,62 min
潇湘阁,https://www.dianping.com/shop/G6t7AtpPPgMVZxIm,中关村南大街华宇时尚购物中心4楼,[北京],53390852,2021/2/7 17:19,11.57 km,23 min,14.28 km,48 min,8.00 km,33 min
潇湘阁,https://www.dianping.com/shop/jr1B9yJ7iySRIeJi,汽车博物馆西路华夏幸福创新中心特色商街B1层,[北京],13001107686,2021/2/7 17:19,27.66 km,38 min,30.36 km,87 min,28.29 km,72 min
潇湘阁,https://www.dianping.com/shop/l8qdWOWSZ3AkeRYj,吕营大街菩提大厦西门,[北京],87366332,2021/2/7 17:19,35.09 km,55 min,34.10 km,116 min,35.73 km,89 min
潇湘阁,https://www.dianping.com/shop/Fsn59771liIOpcfc,东三环中路39号建外SOHO东区8号楼2层0832G,[北京],58695810,2021/2/7 17:19,33.51 km,60 min,28.66 km,104 min,25.08 km,88 min
潇湘阁,https://www.dianping.com/shop/H941b6LwevF1PBqv,三里屯街道工体北路8号院三里屯SOHO1号商场B1层B1-117(下沉广场赛百味路口往里走30米),[北京],59359018,2021/2/7 17:19,28.23 km,52 min,28.97 km,105 min,25.36 km,89 min
潇湘阁,https://www.dianping.com/shop/l1MDaJaW5ib7kqLt,阜安东路望京SOHOT3下沉广场（西少爷正下方）,[北京],57076268,2021/2/7 17:19,15.86 km,30 min,17.87 km,70 min,14.25 km,54 min
THE ROOTS 欧伴·手工西餐,https://www.dianping.com/shop/laAuHaWMiVhWDZgq,东直门外大街28号（Paddy O‘Shea’s爱尔兰酒吧楼上）,[北京],84554388,2021/2/7 12:02,21.77 km,40 min,24.24 km,93 min,20.66 km,64 min
VINVINO萬久,https://www.dianping.com/shop/G9NFnjXm71wwwajN,麦子店农展馆北路枣营北里15号一番街西馆一层,[北京],18611968069,2021/2/7 11:00,23.03 km,42 min,25.50 km,87 min,21.92 km,68 min
库布里克书店咖啡,https://www.dianping.com/shop/l6AMt3p9FVnbtQXh,东直门香河园路1号北区当代MOMAT2座（百老汇电影院对面）,[北京],84388381,2021/2/7 7:21,19.91 km,38 min,25.84 km,90 min,18.80 km,59 min
蘭頌餐厅,https://www.dianping.com/shop/H5n04jeANox2b7kT,将台西路2号院文心华策影视中心盈享空间2号楼一层,[北京],57109297,2021/2/3 19:46,24.95 km,40 min,25.69 km,96 min,22.08 km,80 min
锦边炉·糟粕醋火锅,https://www.dianping.com/shop/H5moMb8r8XbJzHyx,新东路12号院首开·铂郡南区3号楼B015-B020负一层（农业银行楼下）,[北京],68668871,2021/2/3 12:04,28.35 km,47 min,25.99 km,88 min,22.41 km,71 min
太和品町·和牛烧肉,https://www.dianping.com/shop/k2SumIfEXdlFXuuQ,大屯街道小营东路甲5号楼01层05室、02层05室,[北京],15510380317,2021/2/1 17:38,19.43 km,33 min,21.43 km,77 min,17.82 km,62 min
小金朝族饭馆,https://www.dianping.com/shop/laFvczW01Vz81AkR,东直门街道吉市口东路东营房十条6号(近阳光国际大厦),[北京],85306614,2021/2/1 17:30,22.39 km,41 min,24.87 km,99 min,21.29 km,67 min
马三洋芋片,https://www.dianping.com/shop/k3CIk4QhfRXe0QhX,安定门街道雍和宫大街185号平房1-3幢,[北京],84036011,2021/2/1 11:39,18.93 km,35 min,21.40 km,81 min,17.83 km,53 min
清真牛街杨记小吃,https://www.dianping.com/shop/k1GihvINSOfmmJCU,交道口南大街111号,[北京],,2021/2/1 4:36,19.13 km,37 min,21.60 km,82 min,18.03 km,58 min
德南面包房,https://www.dianping.com/shop/G7OQLN7bCVnQ8wYp,好运街1-24号,[北京],58670201,2021/1/31 22:23,26.70 km,44 min,27.45 km,99 min,23.83 km,82 min
伍丁·烤牛肋,https://www.dianping.com/shop/k1CVJVpsO4tzj1gz,和平街11区甲9号,[北京],13161122186,2021/1/31 22:19,17.27 km,32 min,19.74 km,71 min,16.17 km,52 min
小核桃烤肉馆,https://www.dianping.com/shop/k55fW5JmunApttNK,青年路27号院5号楼1层101底商,[北京],53510366,2021/1/31 22:18,30.43 km,63 min,32.43 km,110 min,28.82 km,90 min
福苗小骆驼烧烤,https://www.dianping.com/shop/H7L3mdrwA3jJt9B7,酒仙桥路乙21号楼,[北京],13552500754,2021/1/31 22:18,25.59 km,49 min,26.34 km,107 min,22.73 km,89 min
小大董,https://www.dianping.com/shop/k4wdjfHqmkjKHEuh,王府井大街138号北京apmC区5层518-525,[北京],85083960,2021/1/31 22:17,20.94 km,48 min,23.41 km,94 min,19.84 km,73 min
蔡澜点心,https://www.dianping.com/shop/lalw0M3NNrf8RFEC,建国路81号华贸购物中心T1号楼B1层B108-109,[北京],18911163453,2021/1/31 22:16,31.43 km,58 min,32.17 km,109 min,28.56 km,96 min
来故乡超市,https://www.dianping.com/shop/H5jfPKYFGrA5AfoP,阜通西大街望京西园三区315号楼一层底商（近望京街）,[北京],64706841,2021/1/31 22:16,22.13 km,46 min,24.13 km,87 min,20.52 km,67 min
四季民福烤鸭店,https://www.dianping.com/shop/k2IIzyDKxTUsz0lX,南池子大街11号,[北京],65267369,2021/1/31 22:16,20.01 km,44 min,23.00 km,86 min,19.42 km,66 min
小协奏曲杂货铺,https://www.dianping.com/shop/H3dQhCP40w83nTK5,交道口东大街4-30号,[北京],,2021/1/31 22:16,18.40 km,40 min,20.87 km,79 min,17.30 km,59 min
鼓楼馒头店,https://www.dianping.com/shop/G5U6Wrc1LVBpGk2Q,安定门内大街181号,[北京],64015869,2021/1/31 22:16,18.04 km,33 min,20.51 km,74 min,16.94 km,51 min
GULOU Gourmand进口食品,https://www.dianping.com/shop/k9mOuQh3nHAg8Evp,安定门内大街221号,[北京],13522427092,2021/1/31 22:16,18.08 km,34 min,20.55 km,74 min,16.97 km,51 min
簋街面馆,https://www.dianping.com/shop/i5TxRu24szPlaEvZ,东直门内大街288号,[北京],15611215999,2021/1/31 22:14,18.54 km,40 min,21.01 km,77 min,17.44 km,61 min
左陕右甘,https://www.dianping.com/shop/G9NByP9LU1jPCZ0u,北苑路安慧里四区1号楼21号(近北四环东路辅路),[北京],64961764,2021/1/31 22:14,19.93 km,28 min,18.76 km,65 min,15.19 km,52 min
西四牛奶旗舰店,https://www.dianping.com/shop/FzKVOQYdfgaH7Fpn,西四北大街214号,[北京],18710089786,2021/1/31 22:13,19.39 km,33 min,20.48 km,74 min,16.91 km,56 min
BRBR叙利亚餐厅,https://www.dianping.com/shop/l3UKOg66ioLMpDOy,东升南路东升园12号楼配套楼底商,[北京],17810209190,2021/1/31 22:13,7.86 km,20 min,12.46 km,52 min,6.39 km,28 min
火鸟苑,https://www.dianping.com/shop/l85kZ7z34qouTPyS,农展馆北路枣营北里15号宾都苑一楼底商（一番街内）,[北京],18558796868,2021/1/31 22:13,23.04 km,42 min,25.51 km,87 min,21.94 km,68 min
南拳十三姨潮汕砂锅粥,https://www.dianping.com/shop/k4XCYoTdqDRI6kXa,西直门外大街1号凯德茂商场3层（临店紧挨披萨工厂&get pizza）,[北京],58302527,2021/1/31 22:13,17.48 km,27 min,18.21 km,66 min,13.09 km,46 min
豆瓣书店,https://www.dianping.com/shop/G1YLGHMoWuvPktWY,成府路262号,[北京],82626408,2021/1/31 22:12,6.98 km,20 min,9.02 km,38 min,5.50 km,21 min
萬聖書園,https://www.dianping.com/shop/FvJUisaAr2A8MaFB,成府路五道口购物中心3层,[北京],62768748,2021/1/31 22:12,8.18 km,22 min,12.38 km,53 min,6.71 km,32 min
吉祥鸟湘菜馆,https://www.dianping.com/shop/G8rhxlA8PT3DslTi,朝外市场街吉祥里103号,[北京],65522856,2021/1/31 22:12,22.77 km,42 min,25.24 km,99 min,21.66 km,67 min
东坝老汤肘子,https://www.dianping.com/shop/H7EJjPPkcR7Pk0Xp,单店西路15号院20号楼1至2层103,[北京],13693201524,2021/1/31 22:07,26.57 km,63 min,28.58 km,103 min,24.96 km,82 min
小渔港烤鱼·川菜,https://www.dianping.com/shop/l36FTfi2UzdCf5B5,单店西路2号院17号楼105,[北京],84327299,2021/1/31 22:06,27.07 km,65 min,29.07 km,105 min,25.46 km,84 min
葫芦娃牛板筋火锅,https://www.dianping.com/shop/G6ZeWBpqJ1IAzRLL,什刹海街道大石桥胡同37号(近鼓楼),[北京],64087108,2021/1/31 22:06,15.62 km,23 min,14.57 km,57 min,11.00 km,38 min
渔芙南,https://www.dianping.com/shop/l3oyLhrfllGhFRf8,宫门口头条49号（近鲁迅博物馆）,[北京],83063022,2021/1/31 22:06,18.70 km,33 min,22.03 km,81 min,19.33 km,54 min
重八牛府之小刀牛试,https://www.dianping.com/shop/H7QlHXJb0bovbqOL,中关村南大街2号华宇时尚购物中心夹层,[北京],52786071,2021/1/31 22:06,11.70 km,23 min,14.40 km,47 min,8.21 km,34 min
oce,https://www.dianping.com/shop/H3VGgT5g7yv4kqsq,凤凰路曙光西里甲5号院凤凰汇购物中心1层114号,[北京],64686899,2021/1/31 22:05,10.75 km,21 min,13.45 km,44 min,11.38 km,31 min
三清潭烧鹅,https://www.dianping.com/shop/G7pChP0yQW0sAEVM,三里屯路三里屯太古里北区负1楼NLG-09A号商铺,[北京],64686432,2021/1/31 22:05,23.09 km,43 min,25.56 km,87 min,21.99 km,69 min
辣尚瘾·烤鱼·麻辣香锅,https://www.dianping.com/shop/H6VNhqS7tx0iaRrT,成府路蓝旗营公交车站旁,[北京],87423123,2021/1/31 22:05,7.14 km,21 min,9.18 km,39 min,5.66 km,22 min
Me After You然逅,https://www.dianping.com/shop/k9HNXpqXvjmGZtl4,学院路六道口地铁站（距F出口五米）,[北京],62666723,2021/1/31 22:04,7.95 km,21 min,11.60 km,51 min,6.48 km,28 min
胖哥俩肉蟹煲,https://www.dianping.com/shop/H4keVxm79zBZyphU,农大南路1号院1号楼北京华联上地购物中心F4层,[北京],60609358,2021/1/31 22:02,2.04 km,8 min,4.11 km,20 min,0.84 km,5 min
円相単品割烹,https://www.dianping.com/shop/k630lSC2E6ENXmHe,小亮马桥西路华远九都汇7号楼提灯街B1,[北京],13581810963,2021/1/31 20:48,25.45 km,40 min,26.20 km,96 min,22.59 km,77 min
老井俄式餐厅,https://www.dianping.com/shop/G5u1Bn20O6a3o5X0,西羊管胡同甲1号（北新桥派出所斜对面）,[北京],64031690,2021/1/31 15:32,19.84 km,37 min,22.32 km,82 min,18.74 km,59 min
斯多格书乡,https://www.dianping.com/shop/i3fu1aw9qbMeUYti,畅春园路北大超市发旁（近畅春园海淀公园）,[北京],62768095,2021/1/31 8:21,7.25 km,19 min,11.01 km,42 min,5.83 km,23 min
乳小二,https://www.dianping.com/shop/k4hdOhwAjqVGTppl,东柏街天之骄子1号楼底商,[北京],13910570406,2021/1/28 21:46,27.64 km,60 min,30.11 km,109 min,26.54 km,94 min
一番关东煮,https://www.dianping.com/shop/ERstftuuQeLrwzyy,枣营北里15号楼一番街西館二层,[北京],15141389502,2021/1/28 8:51,23.04 km,42 min,25.51 km,87 min,21.94 km,68 min
四四慢食厨房,https://www.dianping.com/shop/EiHH7sGVZfKbp2WK,隆福寺街95号隆福大厦一层,[北京],17810635985,2021/1/27 22:18,20.28 km,46 min,22.56 km,91 min,18.98 km,66 min
法国小超市plus,https://www.dianping.com/shop/l4mYThCS1tkvTTba,北锣鼓巷45号,[北京],18010181087,2021/1/27 22:17,17.44 km,36 min,19.91 km,71 min,16.34 km,50 min
果蔬好,https://www.dianping.com/shop/k9w73C4dKZ8Pgrfn,曙光街道远大路晨月园5号,[北京],88466456,2021/1/27 22:15,9.33 km,21 min,12.03 km,40 min,7.21 km,27 min
刺鱼书店,https://www.dianping.com/shop/k5BLQeAMsVDGIaCG,广渠路竞园艺术中心12C,[北京],15321662752,2021/1/27 10:04,36.09 km,70 min,38.09 km,124 min,34.48 km,105 min
悠航SLOWBOAT,https://www.dianping.com/shop/k1mRGZEcjdTKCB5T,东四南大街157号1层104号（灯市口地铁站A西北口旁）,[北京],13521883051,2021/1/26 20:02,20.53 km,45 min,23.00 km,88 min,19.42 km,67 min
悠航SLOWBOAT,https://www.dianping.com/shop/H7wcRYxfj9RVf80p,麦子店街78号南院一层,[北京],65926362,2021/1/26 20:02,27.52 km,45 min,25.60 km,87 min,22.02 km,69 min
Mesa Madre梅萨妈妈·Bintana,https://www.dianping.com/shop/G1L5WHUUjXQY3Cjz,恒惠东路建外SOHO东区7号楼一层717A,[北京],13120482745,2021/1/26 19:17,33.44 km,59 min,34.18 km,112 min,25.34 km,90 min
La maison lyonnaise法国里昂餐厅,https://www.dianping.com/shop/k16M43RlS039VAC6,光华路44号,[北京],13260034808,2021/1/26 10:26,25.37 km,52 min,27.84 km,99 min,24.27 km,83 min
纸上聲音書店,https://www.dianping.com/shop/H3I8MTDdOetXlbei,南礼士路1号（万通商城对面）,[北京],68031118,2021/1/25 11:48,17.56 km,31 min,20.33 km,72 min,15.20 km,55 min
米吉Yonekichi,https://www.dianping.com/shop/H8owOJr7b384CzZr,崇文门合景摩方购物中心五层,[北京],67035723,2021/1/24 21:30,27.22 km,56 min,29.63 km,110 min,26.05 km,90 min
同衡聚点咖啡,https://www.dianping.com/shop/H1VZqd7tTzRNWxd7,清文路与清河中街交叉口东南方向100米左右,[北京],,2021/1/17 17:53,4.70 km,18 min,7.29 km,37 min,3.24 km,19 min
红鼻子桂林米粉,https://www.dianping.com/shop/G2hHm0Nibl5IO5WV,马连道路25号新年华购物中心B1层,[北京],15101179253,2021/1/17 17:39,26.57 km,40 min,29.27 km,90 min,27.20 km,73 min
东隅酒店Domain域·颐堤港,https://www.dianping.com/shop/G90x2J3nAgWm6ZYM,酒仙桥路22号北京东隅酒店内2楼,[北京],84149830,2021/1/13 21:10,25.88 km,50 min,26.62 km,108 min,23.01 km,90 min
度也一厂,https://www.dianping.com/shop/kax6OCo5rFrcYDEC,西店记忆园区A9号楼2层202号,[北京],13126812996,2021/1/10 9:28,Error,Error,Error,Error,Error,Error
和木形象,https://www.dianping.com/shop/G5q9D8rEjcLCr2Y9,苏州街33号公寓6层605,[北京],62579468,2021/1/10 0:05,8.87 km,21 min,11.57 km,42 min,7.44 km,28 min
阿招鸡煲,https://www.dianping.com/shop/H3LGU0IAzFjrVTy5,和平里中街29号,[北京],18611714161,2021/1/3 22:57,17.01 km,34 min,19.48 km,69 min,15.91 km,51 min
AZUR聚,https://www.dianping.com/shop/l4Ghd9CQ7WOp7Kse,紫竹院路29号香格里拉饭店新阁1层,[北京],68412211-6727,2021/1/3 17:06,12.41 km,21 min,15.11 km,47 min,13.04 km,36 min
福满圓,https://www.dianping.com/shop/l9pGqpi3XASJxi0v,新东路新源里16号琨莎中心2座1楼,[北京],64601988,2021/1/3 17:01,26.43 km,40 min,23.97 km,79 min,20.40 km,61 min
Catail小后院,https://www.dianping.com/shop/H7KLiVqqjQ1FP09A,中关村东路16号院龙湖唐宁ONE2号A126号商铺,[北京],13240006992,2021/1/2 16:04,8.55 km,23 min,13.15 km,55 min,7.08 km,31 min
LAS MUSAS 墨西哥餐吧,https://www.dianping.com/shop/GaFgq38EPyGiTSvV,南三里屯路6号,[北京],13041202908,2021/1/2 9:22,24.21 km,46 min,26.68 km,95 min,23.10 km,77 min
HIDDEN HOUSE,https://www.dianping.com/shop/k4aIT1AtPC8Xr7Nt,新东路首开幸福广场38号楼4号（海隆石油大厦对面，中国银行隔壁）,[北京],13810943705,2020/12/30 22:03,27.99 km,45 min,25.54 km,86 min,21.96 km,70 min
马辈儿·铜锅涮肉,https://www.dianping.com/shop/l5DsVC4rEZfqqhuy,马家堡东路陶然亭桥西南角（金泰绿洲酒店二层）,[北京],63036668,2020/12/30 22:03,29.02 km,45 min,31.73 km,100 min,29.65 km,81 min
年记·兴顺斋 牛街清真熟食小吃店,https://www.dianping.com/shop/H8APe4XRae2vbP3I,司法局牛街司法所西门旁(牛街地铁站D2口步行360米),[北京],63588132,2020/12/30 22:03,23.39 km,44 min,24.71 km,88 min,19.58 km,70 min
姚记肚包肉,https://www.dianping.com/shop/k6er34VsNfm481NY,沙栏胡同牛街春风社区61号楼,[北京],15301182263,2020/12/30 22:03,24.40 km,42 min,25.45 km,89 min,20.32 km,72 min
FORNO意角,https://www.dianping.com/shop/Fc8WKF7VkVD2RTm0,三里屯路19号太古里南区3层 S6-33,[北京],64627448,2020/12/24 10:42,23.51 km,46 min,25.98 km,93 min,22.41 km,75 min
青山萤火小酒馆,https://www.dianping.com/shop/G3DcM4jSUEwuYovt,"青年路姚家园113号11幢1层05室（肆食街内,近青年路地铁站B口）",[北京],13240331718,2020/12/19 10:43,30.97 km,66 min,32.98 km,114 min,29.36 km,95 min
Palette·花籁咖啡烘焙,https://www.dianping.com/shop/l1rePxyQOy1C77m4,微电子写字楼东门进铁门院内30米2号楼1层,[北京],64664701,2020/12/19 9:03,21.19 km,39 min,23.66 km,91 min,20.09 km,62 min
Mega Vintage,https://www.dianping.com/shop/k2mPve5c2meepte9,三里屯路33号3.3大厦B1层  B1007,[北京],64173333,2020/12/12 14:39,23.02 km,42 min,25.50 km,87 min,21.92 km,68 min
东直门涮肉·酥不腻烤鸭,https://www.dianping.com/shop/k75iuhJzaIOljKOe,新中街甲3号蜂巢剧场二层（伙伴日式烧肉楼上）,[北京],64625378,2020/12/11 20:21,21.27 km,40 min,23.74 km,92 min,20.17 km,62 min
Cafe Ruhe 如何餐厅,https://www.dianping.com/shop/HaxtuDpNqFscYW6T,工体北路甲2号盈科中心B1层138,[北京],65005639,2020/12/7 20:04,23.70 km,46 min,26.17 km,95 min,22.60 km,77 min
DA GIULIANO,https://www.dianping.com/shop/k9hNjG2JsXbenBA1,三里屯街道三里屯北小街1号(一坐一忘丽江主题餐北面),[北京],84544402,2020/12/6 23:48,22.95 km,42 min,25.43 km,86 min,21.85 km,68 min
锦圆香面馆,https://www.dianping.com/shop/k3nLtT3e13sw4GdI,西四环南路23-3号,[北京],13126885381,2020/12/6 18:59,21.07 km,32 min,23.77 km,80 min,21.70 km,65 min
宇飞牛肉面,https://www.dianping.com/shop/l11XKsPc8YLUU9tV,二里庄35号楼一层2-2（二里庄物美对面）,[北京],62324900,2020/12/4 17:20,10.48 km,22 min,12.95 km,52 min,9.38 km,32 min
面仕沙茶面,https://www.dianping.com/shop/k9mO76lFnwIzAMur,霄云路25号,[北京],13810383736,2020/12/3 23:06,25.26 km,40 min,26.01 km,94 min,22.39 km,76 min
秋林菜馆,https://www.dianping.com/shop/H9v65TfauO3lliGU,铁树斜街永乐开元超市斜对面,[北京],13621366237,2020/12/1 23:15,23.62 km,29 min,29.71 km,84 min,24.26 km,68 min
幸会潮玩,https://www.dianping.com/shop/kaXuesKrkx4zODJe,酒仙桥路751D·Park北京时尚设计广场A18号楼1层下沉空间（七又五分之一艺术空间）,[北京],,2020/11/27 9:58,22.86 km,50 min,26.01 km,104 min,22.40 km,86 min
SEL ROSE粉盐甜品店,https://www.dianping.com/shop/G8gO8uYdgI7sENYg,建国路辅路尚8里文创园A座一层A107B室,[北京],13552221446,2020/11/16 12:46,32.10 km,61 min,36.48 km,123 min,32.86 km,103 min
LA PLATEA兰蒂地中海餐吧,https://www.dianping.com/shop/l7DM07ymdxcfq7yq,工人体育场北路四号院11号楼,[北京],18610376761,2020/11/9 17:42,31.50 km,47 min,34.20 km,102 min,32.13 km,84 min
螺蛳粉先生,https://www.dianping.com/shop/Ga9AVlAfEx4D4Chl,北三环西路5号 蓟门小区商业楼1层,[北京],18901245568,2020/11/7 20:59,14.33 km,25 min,15.07 km,62 min,9.94 km,40 min
新川办餐厅,https://www.dianping.com/shop/H86AFbaPUP0M1mTG,小红门路312号北京天府蜀风酒店6-7号楼,[北京],87699988,2020/11/5 13:20,34.91 km,54 min,37.61 km,107 min,35.54 km,88 min
西来顺饭庄,https://www.dianping.com/shop/l4UkyVdcX7FwYof2,西长安街街道和平门北新华街116号（北新华街与西交民巷交叉口）,[北京],66015189,2020/11/2 12:10,24.58 km,47 min,24.14 km,94 min,20.57 km,71 min
AK47烤羊腿串吧,https://www.dianping.com/shop/H5DDIOaMbqrJNrRb,马连洼北路柳浪家园万霖科技大厦C座二层,[北京],82480600,2020/10/30 18:59,1.67 km,10 min,3.96 km,18 min,1.91 km,8 min
西庭·秀色Turkish Feast,https://www.dianping.com/shop/la2daTbiq1hC2sZs,新东路金尚源SHANG大厦一层115号（金尚源SHANG大厅右转）,[北京],64688321,2020/10/30 18:50,26.27 km,39 min,23.82 km,78 min,20.24 km,61 min
扑扑 PUPU,https://www.dianping.com/shop/kar4hDRshJzUhx0I,酒仙桥路4号798艺术区内一层（七星路与陶瓷一街交叉口西北角）,[北京],18310259407,2020/10/30 12:09,24.56 km,53 min,31.39 km,108 min,27.77 km,87 min
PokeGo波奇饭,https://www.dianping.com/shop/k4I6iqltB4pAY4dl,东方东路19号院5号楼亮马桥官舍南区B115,[北京],13911530731,2020/10/27 12:32,21.61 km,40 min,24.08 km,82 min,20.50 km,64 min
漾亚·雍雅合鲜,https://www.dianping.com/shop/G7hXuOHfdkuqURQd,团结湖路团结湖南里15号恒祥大厦2楼,[北京],51399577,2020/10/27 9:24,24.59 km,49 min,27.06 km,97 min,23.48 km,81 min
ROCK HOUSE VINTAGE SHOP,https://www.dianping.com/shop/H8WL9yi8D9FrJ4ph,高碑店北路都市经典家园2号楼2305室,[北京],18612485225,2020/10/16 12:54,31.87 km,69 min,33.87 km,118 min,30.26 km,99 min
写字台,https://www.dianping.com/shop/ijmaA26Beq4wUOcZ,鼓楼东大街南锣鼓巷19-1号,[北京],13253536618,2020/10/10 14:46,17.59 km,39 min,20.07 km,76 min,16.49 km,57 min
季明商店,https://www.dianping.com/shop/G12z29IrWAxuf2lx,鼓楼东大街60号,[北京],18811319092,2020/10/10 14:45,17.58 km,37 min,20.05 km,74 min,16.48 km,54 min
原色生活,https://www.dianping.com/shop/k4FL46l39IwI4qqk,酒仙桥路4号北京798艺术区七星东街,[北京],57623071,2020/10/10 11:04,23.23 km,52 min,26.37 km,106 min,22.76 km,87 min
寻隐商店,https://www.dianping.com/shop/H8WrZTcsGBcU1mGM,北锣鼓巷65号,[北京],15911028708,2020/10/10 11:00,17.52 km,35 min,19.99 km,70 min,16.41 km,53 min
北京铁手咖啡制造总局metalhands,https://www.dianping.com/shop/k9tG7gQprlkwy06f,南阳胡同6号,[北京],15676998334,2020/10/10 10:54,20.12 km,45 min,22.59 km,93 min,19.02 km,66 min
PAYA HAIR,https://www.dianping.com/shop/k6krygi5TcYG6zXi,阜通西大街望京sohoT1C座2层1222号,[北京],15811454724,2020/10/10 10:16,20.65 km,44 min,22.66 km,85 min,19.04 km,67 min
木卫二 HAIR STYLE,https://www.dianping.com/shop/l8tSpql1AgzQPLwa,芳园西路6号颐锦酒店一楼106号（黄门老灶火锅旁边）,[北京],64355662,2020/10/10 10:14,24.88 km,42 min,25.64 km,98 min,22.03 km,80 min
FORNO意角,https://www.dianping.com/shop/jkvMv51hWfaeSHE9,凤凰环路凤凰汇·里巷in street06A商铺,[北京],64627447,2020/10/9 18:54,24.74 km,37 min,25.49 km,91 min,21.87 km,74 min
